IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
11,06,ATK,120242,,,,,11,06,MBTA,1349,,,11,06,24,12,30,PM,01,0,0,0,0,,BOSTON,0021.9,25,65,2,1,005,R,537,4,0,8,Y,DEDHAM SECONDARY,1,,2,AMT,000539,002,,,,000,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44900,0,T110,,0,0,0,0,T110,2,1,005,45900,,25C025,0,000000,0,1,0,1,1,04,30,04,20,1,1,,1L,,,,159,,2011,0,0,0,0,0,0,SUFFOLK,025,,,,N,CWR,,"WHILE TRAVELING WEST ON DEDHAM SECONDARY, ENGINES 537 AND 539 ENCOUNTERED WIDE GAUGE CAUSING LEFT SI","DE, ALL WHEELS OF TRAILING ENGINE 539 TO DROP INSIDE GAUGE.",,,,,,,,,,,,,,0,42.358431,-71.059773,2,5,K,,,SYSTEM
11,07,MCER,1,,,,,11,07,MCER,1,,,11,07,19,2,50,PM,01,0,0,0,0,,PALMER,4.2,25,82,2,1,018,E,PA-2,2,0,1,Y,WASE RIVER,2,,1,FWTX,620017,017,Y,FWTX,620017,017,Y,1,0,0,0,0,0,0,0,0,0,2,0,18,0,0,1,0,2,0,0,12153,10929,E40C,,0,0,0,0,E40C,1,2,018,23082,,25C013,0,000000,0,1,0,1,0,07,50,07,50,1,1,,3L,,,,371,,2011,0,0,0,0,0,0,HAMPDEN,013,,,,N,OTH,,DERAILMENT OCCURRED AT THE SOUTH END OF THORNDIKE CURVE AT 1500 HRS LOCO 960 WITH 18 EMPTIES/2 LOADS,(CAR #16 & 17 WERE LOADS) TRAVELING SOUTH DOWNGRADE. LAST 5 CARS #16 FWTX 620059 LOADS OF C&D NOT D,"ERAILED, #17 FWTX 620017 LOAD OF C&D DERAILED REAR TRUCK, #18 WC 20443 EMPT DERAILED BOTH TRACK, #19","WC 21021 EMPTY DERAILED FRONT TRUCKS, #20 WC 21281 EMPTY NOT DERAILED.",,,,,,,,,,,,0,42.18503,-72.324843,2,2,,,,SYSTEM
11,03,HESR,ID110117,,,,,11,03,HESR,ID110117,,,11,03,17,4,0,PM,01,0,0,0,0,RUTH INDUSTRIAL,MINDEN CITY,5.17,26,61,2,1,009,R,EXTR,1,3800,1,Y,RUTH INDUSTRIAL SPUR,1,1,3,IAIS,007446,025,Y,,,000,,2,0,0,0,0,0,0,0,0,0,34,0,1,0,0,6,0,0,0,0,98000,13200,T221,,0,0,0,0,T221,3,1,009,111200,,26C151,0,000000,0,1,0,1,0,04,,04,,1,4,,3L,,RUTH I,LN,227,,2011,0,0,0,0,0,0,SANILAC,151,,,,N,,,EXTRA CREW WAS TRAVELING SOUTHBOUND WITH 34 LOADS AND 1 EMPTY WHEN RAIL IN CROSSING BROKE UNDER 23RD,CAR CAUSING SIX LOADS TO DERAIL. FOUR CARS OVERTURNED SPILLING APPROX. 2000 BUSHELS OF SOY BEANS. H,ULCHER CALLED IN TO RERAIL.,,,,,,,,,,,,,0,0,0,,,,,,
11,03,HESR,ID110127,,,,,11,03,LSRC,D110324A,,,11,03,24,4,1,PM,01,0,0,0,0,SAGINAW,SAGINAW,1.0,26,27,2,1,006,R,800,4,9380,7,Y,NORMAN STREET LEAD,1,1,2,CKIX,016017,049,Y,CKIX,016017,049,Y,2,0,0,0,0,0,0,0,0,0,67,0,0,0,0,5,0,0,0,0,52000,0,E4BC,,0,0,0,0,E4BC,2,1,006,76597,,26C145,0,000000,0,1,0,1,0,08,,08,,1,4,,3L,,SAGINA,L,210,,2011,0,0,0,0,0,0,SAGINAW,145,,,,N,,,HESR JOB 800 WAS OPERATING IN LSRC SAGINAW YARD.  WHILE PULLING 67/0 GRAIN CARS INTO NORMAN STREET L,"EAD, LOADS 47-51 DERAILED DUE TO MECHANICAL DEFECT.  HESR TO PAY FOR CAR DAMAGE AND TO REPAIR LSRC Y",ARD TRACK.,,,,,,,,,,,,,0,0,0,,,,,,
11,03,WC,700472,11,03,ELS,DR124,11,03,WC,700472,,,11,03,01,2,10,PM,05,0,0,0,0,NORTH,WELLS,116.39,26,39,2,1,000,,,,0,,,SINGLE MAIN,2,5.55,1,,,000,,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309071,H996,,0,0,0,0,H996,1,2,007,324071,,26C041,0,000000,0,0,0,0,0,,,,,2,4,,3L,,NORTH,,491,,2011,0,0,0,0,0,0,DELTA,041,,,,,,,"ELS TRAIN OPERATING ON THEIR TRACK UNDER MAIN LINE BRIDGE WHEN AN EXCESS HEIGHT CAR, GNNR 118330, ST",RUCK BRIDGE. CAR CAUGHT GIRDERS UNDERNEATH THE SPAN OVER THE ELS MAIN LINE AND PULLED THEM OUT FROM,THE BRIDGE SHIFTING THE ENTIRE STRUCTURE. THE BRIDGE WAS SEVERELY DAMAGED; THE STEEL STRUCTURE IS MI,SSING. THE CN MAINLINE OVER THE ELS WAS DISLODGED THREE FEET. THERE WERE NO INJURIES OR RELEASE OF A,NY HAZARDOUS MATERIALS ASSOCIATED WITH THIS INCIDENT. ELS REPORTED EQUIPMENT $15000 DAMAGE.,,,,,,,,,,,,0,0,,,,,,
11,02,CMR,02172011,,,,,11,02,CMR,02172011,,,11,02,17,1,0,PM,01,0,0,0,0,LACKLAND,UNION,55,29,37,2,6,008,E,1521,4,970,1,Y,MAIN,X,.2,1,UTCX,049542,006,Y,,,000,,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,144,20267,T113,,0,0,0,0,T113,1,X,008,20411,,29C071,0,000000,0,1,0,1,0,06,,06,,1,6,,3,,LACKLA,L,318,,2011,0,0,0,0,0,0,FRANKLIN,071,,,,N,OTH,,"ENGINEER AND CONDUCTOR WERE TAKING A TRAIN OF EIGHT (8) LOADS OUT TO UNION, MISSOURI.  WE BOTH FELT","TRAIN PULLING HARD, SO ENGINEER, GUS MCKINNEY PUT THE TRAIN INTO EMERGENCY.  WE THEN LOOKED BACK AND",SAW THE REAR CAR LEANING.  UPON FURTHER INSPECTION WE FOUND THAT THERE WERE THREE (3) CARS ON THE G,ROUND (THE REAR 3),,,,,,,,,,,,0,0,0,,,,,,
11,10,BNSF,CH1011102,11,10,NS,096545,11,10,BNSF,CH1011102,,,11,10,04,3,20,PM,01,0,0,0,0,,CARROLLTON,388.7,29,82,2,1,000,,,,0,,,MAIN 1 TRACK,3,0.00,1,,,000,,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271319,T102,,0,0,0,0,T102,1,3,036,532919,,29C033,0,000000,0,0,0,0,0,,,,,2,6,,1L,,,,215,,2011,0,0,0,0,0,0,CARROLL,033,,,,,CWR,,F-NS122D3-04 (NS TRAIN) DERAILED WHILE CROSSING FROM BNSF TO NS MAIN TRACK AT POINT OF IRREGULAR CRO,"SS LEVEL.  NS ESTIMATED EQUIPMENT DAMAGE AT $261,600 AND THEIR SIGNAL AT $5,034.93.  BNSF TRACK DAMA","GE AT $125,813.",,,,,,,,,,,,,,39.334238,-93.534004,1,1,Q,,,MARCELINE
11,06,BNSF,SF0611108,11,06,UP,0611SL006,11,06,BNSF,SF0611108,,,11,06,13,9,19,PM,01,0,0,0,0,,ST LOUIS,,29,72,4,2,000,,,,0,,,1232,1,,2,,,000,,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,M204,,0,0,0,0,M204,2,3,010,110425,,29C189,0,000000,0,0,0,0,0,,,,,1,6,,1L,,,,159,,2011,0,0,0,0,0,0,ST LOUIS,189,,,,,CWR,,"UP TRAIN WMBIMB-11, EMPTY BALLAST TRAIN, DERAILED 9 CARS AT SWITCH AT GRAND AVENUE. CAUSE FOUND TO B",E 3RD AND 4TH CARS WERE PARTIALLY LOADED ON ONE END OF CAR.,,,,,,,,,,,,,,,38.629672,-90.2376,1,5,,,,HANNIBAL
11,03,BNSF,MT0311109,,,,,11,03,BNSF,MT0311109,,,11,03,23,7,30,AM,01,5,0,0,0,MONTANA,DICKINSON,109.5,38,24,2,6,005,R,MDIL,4,1879,1,Y,SINGLE MAIN TRACK,4,63.19,1,TCLX,077013,011,Y,,,000,,2,0,0,0,0,0,0,0,0,0,8,0,25,0,0,2,0,9,0,0,61950,53024,H307,H702,0,0,0,0,H307,1,4,005,114974,,38C089,0,000000,0,1,0,1,0,07,31,07,31,1,8,,1L,,MONTAN,J,181,,2011,0,0,0,0,0,0,STARK,089,00,00,,N,,,TRAIN ENTERING YARD RAN THRU SWITCH FROM MAIN TRACK TO 3102 TRACK. CREW MADE REVERSE MOVEMENT OVER S,"WITCH, SPLITTING SWITCH AND DERAILING CARS. NO HAZARDOUS MATERIALS WERE RELEASED.",,,,,,,,,,,,,,0,0,0,,,,,,
11,04,BNSF,TC0411103,,,,,11,04,XPLL,INDUSTRY,,,11,04,05,10,25,PM,01,0,0,0,0,TWIN CITIES,BEMIDJI,,27,33,4,1,005,E,MGFD,3,270,1,Y,2083,1,,4,ATSF,621142,003,Y,,,000,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3000,7000,T301,,0,0,0,0,T301,4,1,005,10000,,27C057,0,000000,0,1,0,1,1,10,24,10,24,1,4,,1L,,TWIN C,N,169,,2011,0,0,0,0,0,0,HUBBARD,057,,,,N,,,M-GFDCSL1-05 LINED DERAILED CORRECTLY FOR SWITCHING OPERATIONS. SEVERAL CARS MOVED OVER DERAIL BEFOR,E A-END OF ATSF 621142 DERAILED AT SWITCH POINT (SPLIT POINT DERAIL).,,,,,,,,,,,,,,0,0,0,,,,,,
