IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
01,03,ALS,032901,,,,,01,03,ALS,032901,,,01,03,29,2,20,AM,01,0,0,0,0,SYSTEM,EAST ST LOUIS,2,17,38,4,1,003,R,1130,1,0,7,Y,2 PERIMETER,2,,2,NW,190139,021,Y,,,000,,2,0,0,0,0,0,0,0,0,0,35,0,40,0,0,4,0,0,0,0,350,7734,T319,,0,0,0,0,T319,2,2,003,8084,,17C163,0,000000,0,1,0,1,1,02,50,02,50,1,4,,3S,,SYSTEM,ILM,113,,2001,0,0,0,0,0,0,ST CLAIR,163,,,,N,,,"WHILE BUILDING TAIN, 1130 TRIMMER DERAILED FOUR LOADS WHEN TRAILING WHEEL ON NW190139 PICKED UP THE",SWITCH POINT.,,,,,,,,,,,,,,,,,,,,,,
01,02,WC,G4958,,,,,01,02,WC,G4958,,,01,02,03,10,10,PM,12,1,0,0,0,EASTERN,FOND DU LAC,,55,20,4,6,004,E,1500,1,1740,7,Y,30 TRACK,1,,2,TCIX,072683,001,Y,,,000,,2,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,25500,0,H302,,0,0,0,0,H302,2,1,004,25500,,55C039,0,000000,0,1,,2,,07,10,07,10,1,4,,3L,,EASTER,L,708,,2001,0,0,0,0,0,0,FOND DU LAC,039,,,,N,,,"WHILE PERFORMING SWITCHING DUTIES, THE 1500 SN WAS SWITCHING 53 TRACK HOLDING ONTO A CUT OF 23 CARS.",THE FIRST CAR WAS KICKED UP THE LEAD FOR 36 TRACK.  THE NEXT CAR WENT TOWARDS 30 TRACK.  THE CONDU,CTOR THEN KICKED TCIX 72683 UP THE LEAD TO CLEAR 30 TRACK AND WAS GOING TO KICK SIRX 380193 INTO 30,"TRACK, THEN GO BACK TO GET TCIX 72683 AND SHOVE 36 TRACK.  HOWEVER, TCIX 72683 ONLY ROLLED AS FAR AS",32 TRACK ON THE LEAD BEFORE IT ROLLED BACK AND CORNERED SIRX 380193 AT THE CLEARANCE  POINT ON 30 T,RACK.  INVESTIGATION INTO THE INCIDENT FOUND THAT THE CONDUCTOR HAD NOT MADE SURE THAT TCIX 72683 WA,S IN THE CLEAR BEFORE KICKING SIRX 380193 THUS CAUSING THE SIDESWIPES.  NO CARS WERE DERAILED IN THE,IMPACT.,,,,,,,,,,,,,,,,
01,03,ATK,067050,,,,,01,03,UP,0301RS041,,,01,03,13,9,56,AM,09,0,0,0,0,WSD,SACRAMENTO,0089.0,06,60,2,1,002,R,722,3,0,2,Y,7,1,000000,3,ATK,008312,001,,,,000,,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15407,0,H599,H605,0,0,0,0,H599,3,1,002,20407,,06C067,0,000000,0,1,0,1,1,04,37,04,37,1,7,,1L,,,N,146,,2001,0,0,0,0,0,0,SACRAMENTO,067,00,00,,Y,,,TRAIN 722 DERAILED DUE TO FAILURE TO STOP SHORT OF BUMPER AT END OF TRACK 7 AND FAILURE OF ENGINEER,TO OPERATE AT SPEED FOR OTHER THAN MAIN TRACK.,,,,,,,,,,,,,,,,,,,,,,
01,03,ATK,067076,,,,,01,03,UP,0301RS036,,,01,03,14,11,0,AM,09,0,0,0,0,WSD,OAKLAND,0006.7,06,70,2,1,022,E,711,2,0,2,Y,2,5,000000,1,ATK,000463,001,,,,000,,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10118,0,M402,,0,0,0,0,M402,1,5,022,10118,,06C001,0,000000,0,1,1,1,1,07,05,07,05,1,7,,1L,,,E,188,,2001,0,0,0,0,0,0,ALAMEDA,001,,,,Y,,,TRAIN 711 STRUCK AN ALAMEDA COUNTY BUS WHICH WAS  FOULING THE MAIN LINE DUE TO AN  ILLEGALLY PARKED,"CAR WHICH FORCED DRIVER ONTO RIGHT OF WAY AT FRANKLIN ST AND EMBARCADERO  IN OAKLAND, CA",,,,,,,,,,,,,,,,,,,,,,
01,03,ATK,067106,,,,,01,03,BNSF,NE0301109,,,01,03,17,11,40,PM,01,0,0,0,0,WTR,NODAWAY,0419.9,19,27,4,1,052,R,5,4,0,2,Y,SINGLE MAIN,4,000000,1,AMT,000140,001,,,,000,,2,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,11,0,0,0,3135000,0,T220,,1,49,1,49,T220,1,4,052,3387850,,19C003,49,000000,1,1,0,1,1,03,46,08,45,1,6,,1L,,,E,192,,2001,0,15,1,34,0,0,ADAMS,003,0,00,,Y,,,"TRAIN NO.#5 WITH ENGS 140/141 AND 16 CARS DERAILED BOTH ENGINE UNITS AND 11 CARS AT MP419.9, 20 MILE","S WEST OF CRESTON, IA.  THE CAUSE OF THE DERAILMENT HAS BEEN DETERMINED TO BE A BROKEN RAIL.",,,,,,,,,,,,,,,,,,,,,,
01,03,ATK,067161,01,03,NS,004972,01,03,NS,004972,,,01,03,21,12,50,AM,05,0,0,0,0,ETR,CHARLOTTE,0380.8,37,42,4,3,060,R,20,1,0,2,Y,TWO,4,000000,1,AMT,000010,001,,,,000,,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7925,0,M204,,0,0,0,0,M204,1,4,060,7925,,37C119,0,000000,0,1,0,2,0,06,,06,,1,3,,1L,,,E,205,,2001,0,0,0,0,0,0,MECKLENBURG,119,,,,Y,,,"NS TRAIN NS142 HAD A LADDER ON A PIECE OF HEAVY EQUIPMENT NOT PROPERLY SECURED, AND IT STRUCK AMTRAK","TRAIN NO.#20  AT MP380.8 CAUSING DAMAGE TO ENGINE UNIT NO.#803 AND 3 CARS (C/1129, C/62041 AND C/62",027).,,,,,,,,,,,,,,,,,,,,,
01,03,BNSF,WA0301103,,,,,01,03,BNSF,WA0301103,,,01,03,26,5,20,PM,03,0,0,0,0,WASHINGTON,YAKT,1342.2,30,43,2,2,000,E,,3,0,9,Y,YAKT SIDING,3,,3,RG,000314,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,M504,H210,0,0,0,0,M504,3,3,010,10000,,30C053,0,000000,0,1,0,,,11,40,,,3,8,,1,,WASHIN,E,88,,2001,0,0,0,0,0,0,LINCOLN,053,,,,N,,,LORAM GRINDER WAS IMPACTED BY LORAM HI-RAIL WATER TRUCK FROM REAR AFTER GRINDER STOPPED.,,,,,,,,,,,,,,,,,,,,,,,
01,02,UP,0201UT029,,,,,01,02,UP,0201UT029,,,01,02,28,12,15,AM,01,0,0,0,0,SALT LAKE CITY,ARDEN,321.0,32,45,4,3,008,R,LJM4,4,917,7,Y,YARD,1,,2,NOKL,734074,002,Y,,,000,,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,14833,3300,M405,,0,0,0,0,M405,2,1,008,18133,,32C003,0,000000,0,1,,1,1,04,15,04,15,1,7,,1L,,,N,130,,2001,0,0,0,0,0,0,CLARK,003,0,00,,N,,,"LJM42-27 SHOVING TRAIN WEST OUT OF ARDEN TO GO EAST AND SPOT INDUSTRIES, DERAILED AT FROG, 405 SWITC",H DUE TO WET SOGGY CONDITIONS.,,,,,,,,,,,,,,,,,,,,,,
01,03,ATK,066987,,,,,01,03,ATK,066987,,,01,03,09,7,15,PM,12,0,0,0,0,MID,PHILADELPHIA,0001.5,42,35,4,1,005,E,,2,0,5,N,23,1,000000,2,ATK,001560,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,H018,,0,0,0,0,H018,2,1,005,8330,,42C101,0,000000,0,0,0,0,0,,,,,1,2,,1L,,,L,460,,2001,0,0,0,0,0,0,PHILADELPHIA,101,,,,Y,,,TWO LOCOMOTIVES & 5 CARS (YP7) DROPPED OFF THE LAST CAR (1560) ON #26 TRACK.  YP7 THEN WENT TO #23 T,RACK TO WAIT FOR ANOTHER CAR AND THEN THEY WOULD DOUBLE BACK TO TRACK #26 TO PICK UP CAR 1560. WHILE,"YP7 WAITED ON #23 TRACK, CAR #1560 ON TRACK #26 STARTED TO ROLL SOUTH DUE TO NO CHOCKS.  THE YP7 CR","EW SAW THE MOVING CAR (1560) AND TRIED TO PULL OUT OF THE WAY,  BUT WAS NOT ABLE TO CLEAR, AND CAR 1","560 STRUCK THE SIDE OF CAR 1541, CAUSING CAR 1541 TO DERAIL.",,,,,,,,,,,,,,,,,,,
01,03,ATK,066987,,,,,01,03,ATK,066987,,,01,03,09,7,15,PM,12,0,0,0,0,MID,PHILADELPHIA,0001.5,42,35,4,1,005,E,YP7,2,0,7,Y,23,1,000000,2,ATK,001541,005,N,,,000,,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,7830,500,H018,,0,0,0,0,H018,2,1,005,8330,,42C101,0,000000,0,1,0,1,1,09,15,09,15,3,2,,1L,,,L,460,,2001,0,0,0,0,0,0,PHILADELPHIA,101,,,,N,,,TWO LOCOMOTIVES & 5 CARS (YP7) DROPPED OFF THE LAST CAR (1560) ON #26 TRACK.  YP7 THEN WENT TO #23 T,RACK TO WAIT FOR ANOTHER CAR AND THEN THEY WOULD DOUBLE BACK TO TRACK #26 TO PICK UP CAR 1560. WHILE,"YP7 WAITED ON #23 TRACK, CAR #1560 ON TRACK #26 STARTED TO ROLL SOUTH DUE TO NO CHOCKS.  THE YP7 CR","EW SAW THE MOVING CAR (1560) AND TRIED TO PULL OUT OF THE WAY,  BUT WAS NOT ABLE TO CLEAR, AND CAR 1","560 STRUCK THE SIDE OF CAR 1541, CAUSING CAR 1541 TO DERAIL.",,,,,,,,,,,,,,,,,,,
01,02,WC,G4959,,,,,01,02,WC,G4959,,,01,02,05,9,0,AM,01,0,0,0,0,MICHIGAN,WOODBORO,206.8,55,30,2,1,032,R,XOST,1,9239,1,Y,SINGLE MAIN TRACK,2,000.72,1,CNW,002415,046,Y,CNW,002415,046,Y,1,0,0,1,0,0,0,0,0,0,92,0,0,0,0,1,0,0,0,0,2000,22000,H699,E47C,0,0,0,0,H699,1,2,032,24000,,55C085,0,000000,0,1,,1,,02,30,02,30,1,4,,3L,,MICHIG,J,733,,2001,0,0,0,0,0,0,ONEIDA,085,,,,N,,,"TRAIN XOSTES, CONSISTING OF 2 LOCOMOTIVES AND 92 LOADED ORE CARS WAS TRAVELING AT 32 MPH UNDER TWC O",N MAIN LINE TRACK IN WOODBORO.  THE CREW NOTICED SPARKS AND STOPPED TO INSPECT THEIR TRAIN.  WHEN A,ROLL-BY WAS STARTED THEY FOUND THE LEAD SET OF TRUCKS ON CNW 2415 HAD DERAILED.  INVESTIGATION INTO,THE INCIDENT FOUND THAT A COMBINATION OF OVERSPEED WITH A LOADED ORE TRAIN ON THIS TRACK ALONG WITH,DEFECTIVE SNUBBING OF CNW 2415 WAS THE CAUSE OF THE DERAILMENT.  THE DOWNLOADED SPEED WAS 32 MPH WHI,CH EXCEEDED THE 25 MPH TRACK SPEED FOR THIS TRAIN.  THE REAR HELPER UNIT LEFT IN RUN 8 ALSO CONTRIBU,TED TO THE OVERSPEED. THE CAR DERAILED AT MILEPOST 206.8 AND THE TRAIN STOPPED AT MILEPOST 208.0 WHI,CH CAUSED EXTENSIVE TRACK DAMAGE.,,,,,,,,,,,,,,,,
01,02,UP,0201WH015,,,,,01,02,UP,0201WH015,,,01,02,24,5,15,PM,13,0,0,0,0,WICHITA,CHICO,555.4,48,56,2,1,040,E,RCKN,2,10005,1,Y,SINGLE MAIN,4,010.61,1,HGPX,000006,029,Y,HGPX,000006,029,Y,4,0,0,0,0,0,0,0,0,0,76,0,5,0,0,1,0,0,0,0,16481,0,E21C,,0,0,0,0,E21C,1,4,040,16481,,48C497,0,000000,0,1,,1,,09,15,09,15,1,5,W,1L,,WICHIT,J,217,,2001,0,0,0,0,0,0,WISE,497,,,,N,,,RCKNY-24 SOUTHBOUND WHEN DETECTOR AT MILEPOST 555.4 REPORTED DRAGGING EQUIPMENT.  DISCOVERED CAR HGP,X6 HAD BUCKLED IN THE MIDDLE.  SET DESTROYED CAR OFF TO SIDE OF TRACK.  7. TYPE OF ACCIDENT:  13. OT,HER = CAR FAILURE,,,,,,,,,,,,,,,,,,,,,
01,02,WC,G5101,,,,,01,02,BRC,AF10118,,,01,02,09,9,0,PM,01,10,0,0,0,EASTERN,CHICAGO,,17,30,4,6,001,E,BDFD,1,5334,1,Y,TRACK 33,1,,2,ACFX,016933,094,N,,,000,,2,0,0,0,0,0,0,0,0,0,19,0,95,0,0,0,0,8,0,0,18473,0,H704,,0,0,0,0,H704,2,2,001,20598,,17C031,0,000000,0,1,,1,,03,45,03,45,2,4,,3L,,EASTER,L,725,,2001,0,0,0,0,0,0,COOK,031,,,,N,,,"WC TRAIN BRFD1T-09 WAS TO DOUBLE UP BRC TRACKS 31, 32, AND 33 FROM THE WEST END OF THE BRC WEST DEPA",RTURE YARD.  THE WEST YARDMASTER TOLD THE CREW TO DOUBLE UP 31 TO 33 AND SHOVE IT IN THE CLEAR.  THE,WEST UTILITY MAN WAS TO LINE THE EAST END OF THE YARD OF TRACK 33 FOR THE LEAD.  BRFD1T-09 THEN DOU,"BLED TRACK 32 BACK TO 33, GOT AN AIR TEST AND WAS JUST STARTING TO PULL UP TO THE SIGNAL AT 65TH STR",EET WHEN THE TRAIN WENT INTO EMERGENCY.  IT WAS FOUND THAT ACFX 16933 HAD SPLIT THE SWITCH ON THE EA,ST END OF TRACK 33 AND DERAILED ITSELF AND 7 OTHER CARS.  INVESTIGATION INTO THE INCIDENT FOUND THAT,THE SWITCH HAD BEEN PREVIOUSLY RUN THROUGH BY UNKNOWN INDIVIDUALS THUS CAUSING THE TRAIN TO DERAIL,WHEN IT PULLED THROUGH IT.,,,,,,,,,,,,,,,,
